Kimlik,Tür,"Stok kodu (SKU)","GTIN, UPC, EAN veya ISBN",İsim,Yayımlanmış,"Öne çıkan?","Katalogda görünürlük","Kısa açıklama",Açıklama,"İndirimli fiyatın başladığı tarih","İndirimli fiyatın bittiği tarih","Vergi durumu","Vergi sınıfı",Stokta?,Stok,"Düşük stok miktarı","Ön Siparişe İzin Ver?","Ayrı ayrı mı satılıyor?","Ağırlık (kg)","Uzunluk (cm)","Genişlik (cm)","Yükseklik (cm)","Müşteri değerlendirmelerine izin verilsin mi?","Satın alma notu","İndirimli satış fiyatı","Normal fiyat",Kategoriler,Etiketler,"Gönderim sınıfı",Görseller,"İndirme sınırı","İndirme sona erme günü",Ebeveyn,"Gruplanmış ürünler","Yukarı satışlar","Çapraz satışlar","Harici URL","Düğme metni",Konum,Markalar,"Blocksy Custom Data","Blocksy Variation Images","Nitelik 1 ismi","Nitelik 1 değer(ler)i","Nitelik 1 görünür","Nitelik 1 genel"
363,variable,M20053-S1,,"Bayyıldız Günlük Ayakkabı – Model M20053",1,0,visible,"Hakiki deri veya kaliteli tekstilden üretilmiş, rahat taban yapısına sahip günlük erkek ayakkabısı.","Hakiki deri veya kaliteli tekstilden üretilmiş, rahat taban yapısına sahip günlük erkek ayakkabısı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/M20053-1-1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/M20053-4-1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/M20053-1-2.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
364,variable,M20315-H1,,"Bayyıldız Günlük Ayakkabı – Model M20315",1,0,visible,"Hakiki deri veya kaliteli tekstilden üretilmiş, rahat taban yapısına sahip günlük erkek ayakkabısı.","Hakiki deri veya kaliteli tekstilden üretilmiş, rahat taban yapısına sahip günlük erkek ayakkabısı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/M20315-6-1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/M20315-5.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
365,variation,"M20053-K1 - 40",,"Bayyıldız Günlük Ayakkabı – Model M20053 - 40",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,4900,,,,,,,M20053-K1,,,,,,0,,,,Numara,40,,0
366,variation,"M20053-K1 - 41",,"Bayyıldız Günlük Ayakkabı – Model M20053 - 41",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"4900,0",,,,,,,M20053-K1,,,,,,0,,,,Numara,41,,0
367,variation,"M20053-K1 - 42",,"Bayyıldız Günlük Ayakkabı – Model M20053 - 42",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,4900,,,,,,,M20053-K1,,,,,,0,,,,Numara,42,,0
368,variation,"M20053-K1 - 43",,"Bayyıldız Günlük Ayakkabı – Model M20053 - 43",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,"4900,0",,,,,,,M20053-K1,,,,,,0,,,,Numara,43,,0
369,variation,"M20053-K1 - 44",,"Bayyıldız Günlük Ayakkabı – Model M20053 - 44",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,4900,,,,,,,M20053-K1,,,,,,0,,,,Numara,44,,0
370,variation,"M20053-S1 - 40",,"Bayyıldız Günlük Ayakkabı – Model M20053 - 40",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,4900,,,,,,,M20053-S1,,,,,,0,,,,Numara,40,,0
371,variation,"M20053-S1 - 41",,"Bayyıldız Günlük Ayakkabı – Model M20053 - 41",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,4900,,,,,,,M20053-S1,,,,,,0,,,,Numara,41,,0
372,variation,"M20053-S1 - 42",,"Bayyıldız Günlük Ayakkabı – Model M20053 - 42",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,4900,,,,,,,M20053-S1,,,,,,0,,,,Numara,42,,0
373,variation,"M20053-S1 - 43",,"Bayyıldız Günlük Ayakkabı – Model M20053 - 43",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,4900,,,,,,,M20053-S1,,,,,,0,,,,Numara,43,,0
374,variation,"M20053-S1 - 44",,"Bayyıldız Günlük Ayakkabı – Model M20053 - 44",1,0,visible,,,,,taxable,,1,4,,0,0,,,,,0,,,4900,,,,,,,M20053-S1,,,,,,0,,,,Numara,44,,0
375,variation,"M20315-H1 - 39",,"Bayyıldız Günlük Ayakkabı – Model M20315 - 39",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,M20315-H1,,,,,,0,,,,Numara,39,,0
376,variation,"M20315-H1 - 40",,"Bayyıldız Günlük Ayakkabı – Model M20315 - 40",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,"3990,0",,,,,,,M20315-H1,,,,,,0,,,,Numara,40,,0
377,variation,"M20315-H1 - 41",,"Bayyıldız Günlük Ayakkabı – Model M20315 - 41",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3990,,,,,,,M20315-H1,,,,,,0,,,,Numara,41,,0
378,variation,"M20315-H1 - 42",,"Bayyıldız Günlük Ayakkabı – Model M20315 - 42",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3990,,,,,,,M20315-H1,,,,,,0,,,,Numara,42,,0
394,variation,"M20315-H1 - 43",,"Bayyıldız Günlük Ayakkabı – Model M20315 - 43",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,M20315-H1,,,,,,0,,,,Numara,43,,0
395,variation,"M20315-H1 - 44",,"Bayyıldız Günlük Ayakkabı – Model M20315 - 44",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,M20315-H1,,,,,,0,,,,Numara,44,,0
396,variation,"M20315-H1 - 45",,"Bayyıldız Günlük Ayakkabı – Model M20315 - 45",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,M20315-H1,,,,,,0,,,,Numara,45,,0
397,variable,M20315-S1,,"Bayyıldız Günlük Ayakkabı – Model M20315",1,0,visible,"Hakiki deri veya kaliteli tekstilden üretilmiş, rahat taban yapısına sahip günlük erkek ayakkabısı.","Hakiki deri veya kaliteli tekstilden üretilmiş, rahat taban yapısına sahip günlük erkek ayakkabısı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/M20315-3.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/M20315-4.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
398,variable,M21102-S1,,"Bayyıldız Günlük Ayakkabı – Model M21102",1,0,visible,"Hakiki deri veya kaliteli tekstilden üretilmiş, rahat taban yapısına sahip günlük erkek ayakkabısı.","Hakiki deri veya kaliteli tekstilden üretilmiş, rahat taban yapısına sahip günlük erkek ayakkabısı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/m21102.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/m21102-1.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
399,variation,"M20315-S1 - 39",,"Bayyıldız Günlük Ayakkabı – Model M20315 - 39",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3990,,,,,,,M20315-S1,,,,,,1,,,,Numara,39,,0
400,variation,"M20315-S1 - 40",,"Bayyıldız Günlük Ayakkabı – Model M20315 - 40",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,M20315-S1,,,,,,2,,,,Numara,40,,0
401,variation,"M20315-S1 - 41",,"Bayyıldız Günlük Ayakkabı – Model M20315 - 41",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,M20315-S1,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Numara,41,,0
402,variation,"M20315-S1 - 42",,"Bayyıldız Günlük Ayakkabı – Model M20315 - 42",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3990,,,,,,,M20315-S1,,,,,,4,,,,Numara,42,,0
403,variation,"M20315-S1 - 43",,"Bayyıldız Günlük Ayakkabı – Model M20315 - 43",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3990,,,,,,,M20315-S1,,,,,,5,,,,Numara,43,,0
404,variation,"M20315-S1 - 44",,"Bayyıldız Günlük Ayakkabı – Model M20315 - 44",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,M20315-S1,,,,,,6,,,,Numara,44,,0
405,variation,"M20315-S1 - 45",,"Bayyıldız Günlük Ayakkabı – Model M20315 - 45",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,M20315-S1,,,,,,7,,,,Numara,45,,0
406,variation,"M21102-S1 - 39",,"Bayyıldız Günlük Ayakkabı – Model M21102 - 39",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,"3990,0",,,,,,,M21102-S1,,,,,,0,,,,Numara,39,,0
407,variation,"M21102-S1 - 40",,"Bayyıldız Günlük Ayakkabı – Model M21102 - 40",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3990,,,,,,,M21102-S1,,,,,,0,,,,Numara,40,,0
408,variation,"M21102-S1 - 41",,"Bayyıldız Günlük Ayakkabı – Model M21102 - 41",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3990,,,,,,,M21102-S1,,,,,,0,,,,Numara,41,,0
409,variation,"M21102-S1 - 42",,"Bayyıldız Günlük Ayakkabı – Model M21102 - 42",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3990,,,,,,,M21102-S1,,,,,,0,,,,Numara,42,,0
410,variation,"M21102-S1 - 43",,"Bayyıldız Günlük Ayakkabı – Model M21102 - 43",1,0,visible,,,,,taxable,,1,7,,0,0,,,,,0,,,3990,,,,,,,M21102-S1,,,,,,0,,,,Numara,43,,0
411,variation,"M21102-S1 - 44",,"Bayyıldız Günlük Ayakkabı – Model M21102 - 44",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3990,,,,,,,M21102-S1,,,,,,0,,,,Numara,44,,0
412,variation,"M21102-S1 - 45",,"Bayyıldız Günlük Ayakkabı – Model M21102 - 45",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3990,,,,,,,M21102-S1,,,,,,0,,,,Numara,45,,0
413,variable,M21514-S1,,"Bayyıldız Günlük Ayakkabı – Model M21514",1,0,visible,"Dana derisinden üretilmiş, ithal konfor tabanlı günlük erkek ayakkabısı.","Dana derisinden üretilmiş, ithal konfor tabanlı günlük erkek ayakkabısı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/m21514hm.jpg, https://bayyildiz.com/wp-content/uploads/2026/01/M21514-2.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/M21514-1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/M21514.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
414,variation,"M21514-S1 - 39",,"Bayyıldız Günlük Ayakkabı – Model M21514 - 39",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3990,,,,,,,M21514-S1,,,,,,0,,,,Numara,39,,0
415,variation,"M21514-S1 - 40",,"Bayyıldız Günlük Ayakkabı – Model M21514 - 40",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3990,,,,,,,M21514-S1,,,,,,0,,,,Numara,40,,0
416,variation,"M21514-S1 - 41",,"Bayyıldız Günlük Ayakkabı – Model M21514 - 41",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,M21514-S1,,,,,,0,,,,Numara,41,,0
417,variation,"M21514-S1 - 42",,"Bayyıldız Günlük Ayakkabı – Model M21514 - 42",1,0,visible,,,,,taxable,,1,4,,0,0,,,,,0,,,3990,,,,,,,M21514-S1,,,,,,0,,,,Numara,42,,0
418,variation,"M21514-S1 - 43",,"Bayyıldız Günlük Ayakkabı – Model M21514 - 43",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3990,,,,,,,M21514-S1,,,,,,0,,,,Numara,43,,0
419,variation,"M21514-S1 - 44",,"Bayyıldız Günlük Ayakkabı – Model M21514 - 44",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3990,,,,,,,M21514-S1,,,,,,0,,,,Numara,44,,0
420,variation,"M21514-S1 - 45",,"Bayyıldız Günlük Ayakkabı – Model M21514 - 45",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,M21514-S1,,,,,,0,,,,Numara,45,,0
421,variable,M22096-S1,,"Bayyıldız Günlük Ayakkabı – Model M22096",1,0,visible,"Dana derisinden üretilmiş, ithal konfor tabanlı günlük erkek ayakkabısı.","Dana derisinden üretilmiş, ithal konfor tabanlı günlük erkek ayakkabısı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/M22096-S1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/M22096-S1-1.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
422,variable,M22183-S1,,"Bayyıldız Günlük Ayakkabı – Model M22183",1,0,visible,"Dana derisinden üretilmiş, ithal konfor tabanlı günlük erkek ayakkabısı.","Dana derisinden üretilmiş, ithal konfor tabanlı günlük erkek ayakkabısı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/M22183-S1.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/M22183-S1-1.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
423,variable,M22183-S2,,"Bayyıldız Günlük Ayakkabı – Model M22183",1,0,visible,"Dana derisinden üretilmiş, ithal konfor tabanlı günlük erkek ayakkabısı.","Dana derisinden üretilmiş, ithal konfor tabanlı günlük erkek ayakkabısı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/M22183-S2.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/M22183-S2-1.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
438,variation,"M22096-S1 - 39",,"Bayyıldız Günlük Ayakkabı – Model M22096 - 39",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"3990,0",,,,,,,M22096-S1,,,,,,0,,,,Numara,39,,0
439,variation,"M22096-S1 - 40",,"Bayyıldız Günlük Ayakkabı – Model M22096 - 40",1,0,visible,,,,,taxable,,1,5,,0,0,,,,,0,,,3990,,,,,,,M22096-S1,,,,,,0,,,,Numara,40,,0
440,variation,"M22096-S1 - 41",,"Bayyıldız Günlük Ayakkabı – Model M22096 - 41",1,0,visible,,,,,taxable,,1,5,,0,0,,,,,0,,,3990,,,,,,,M22096-S1,,,,,,0,,,,Numara,41,,0
441,variation,"M22096-S1 - 42",,"Bayyıldız Günlük Ayakkabı – Model M22096 - 42",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,3990,,,,,,,M22096-S1,,,,,,0,,,,Numara,42,,0
442,variation,"M22096-S1 - 43",,"Bayyıldız Günlük Ayakkabı – Model M22096 - 43",1,0,visible,,,,,taxable,,1,11,,0,0,,,,,0,,,3990,,,,,,,M22096-S1,,,,,,0,,,,Numara,43,,0
443,variation,"M22096-S1 - 44",,"Bayyıldız Günlük Ayakkabı – Model M22096 - 44",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,3990,,,,,,,M22096-S1,,,,,,0,,,,Numara,44,,0
444,variation,"M22096-S1 - 45",,"Bayyıldız Günlük Ayakkabı – Model M22096 - 45",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,3990,,,,,,,M22096-S1,,,,,,0,,,,Numara,45,,0
445,variation,"M22183-S1 - 39",,"Bayyıldız Günlük Ayakkabı – Model M22183 - 39",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,"4300,0",,,,,,,M22183-S1,,,,,,0,,,,Numara,39,,0
446,variation,"M22183-S1 - 40",,"Bayyıldız Günlük Ayakkabı – Model M22183 - 40",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,4300,,,,,,,M22183-S1,,,,,,0,,,,Numara,40,,0
447,variation,"M22183-S1 - 41",,"Bayyıldız Günlük Ayakkabı – Model M22183 - 41",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,4300,,,,,,,M22183-S1,,,,,,0,,,,Numara,41,,0
448,variation,"M22183-S1 - 42",,"Bayyıldız Günlük Ayakkabı – Model M22183 - 42",1,0,visible,,,,,taxable,,1,7,,0,0,,,,,0,,,4300,,,,,,,M22183-S1,,,,,,0,,,,Numara,42,,0
449,variation,"M22183-S1 - 43",,"Bayyıldız Günlük Ayakkabı – Model M22183 - 43",1,0,visible,,,,,taxable,,1,5,,0,0,,,,,0,,,4300,,,,,,,M22183-S1,,,,,,0,,,,Numara,43,,0
450,variation,"M22183-S1 - 44",,"Bayyıldız Günlük Ayakkabı – Model M22183 - 44",1,0,visible,,,,,taxable,,1,4,,0,0,,,,,0,,,4300,,,,,,,M22183-S1,,,,,,0,,,,Numara,44,,0
451,variation,"M22183-S1 - 45",,"Bayyıldız Günlük Ayakkabı – Model M22183 - 45",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,4300,,,,,,,M22183-S1,,,,,,0,,,,Numara,45,,0
452,variation,"M22183-S2 - 39",,"Bayyıldız Günlük Ayakkabı – Model M22183 - 39",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"4300,0",,,,,,,M22183-S2,,,,,,0,,,,Numara,39,,0
453,variation,"M22183-S2 - 40",,"Bayyıldız Günlük Ayakkabı – Model M22183 - 40",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"4300,0",,,,,,,M22183-S2,,,,,,0,,,,Numara,40,,0
454,variation,"M22183-S2 - 41",,"Bayyıldız Günlük Ayakkabı – Model M22183 - 41",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,4300,,,,,,,M22183-S2,,,,,,0,,,,Numara,41,,0
455,variation,"M22183-S2 - 42",,"Bayyıldız Günlük Ayakkabı – Model M22183 - 42",1,0,visible,,,,,taxable,,1,2,,0,0,,,,,0,,,4300,,,,,,,M22183-S2,,,,,,0,,,,Numara,42,,0
456,variation,"M22183-S2 - 43",,"Bayyıldız Günlük Ayakkabı – Model M22183 - 43",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,4300,,,,,,,M22183-S2,,,,,,0,,,,Numara,43,,0
457,variation,"M22183-S2 - 44",,"Bayyıldız Günlük Ayakkabı – Model M22183 - 44",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,4300,,,,,,,M22183-S2,,,,,,0,,,,Numara,44,,0
458,variation,"M22183-S2 - 45",,"Bayyıldız Günlük Ayakkabı – Model M22183 - 45",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,4300,,,,,,,M22183-S2,,,,,,0,,,,Numara,45,,0
459,variable,M22356-S1,,"Bayyıldız Günlük Ayakkabı – Model M22356",1,0,visible,"Dana derisinden üretilmiş, tekstil astarlı, eva tabanlı konforlu erkek bot.","Dana derisinden üretilmiş, tekstil astarlı, eva tabanlı konforlu erkek bot. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,BOT,,,"https://bayyildiz.com/wp-content/uploads/2026/01/m22356-hm.jpg, https://bayyildiz.com/wp-content/uploads/2026/01/M22356.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/M22356-2.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
460,variable,M22374-L1,,"Bayyıldız Günlük Ayakkabı – Model M22374",1,0,visible,"Dana derisinden üretilmiş, ithal konfor tabanlı günlük erkek ayakkabısı.","Dana derisinden üretilmiş, ithal konfor tabanlı günlük erkek ayakkabısı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/m22374l2.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/m22374l.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/m22374l3.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
461,variable,M22374-S1,,"Bayyıldız Günlük Ayakkabı – Model M22374",1,0,visible,"Dana derisinden üretilmiş, ithal konfor tabanlı günlük erkek ayakkabısı.","Dana derisinden üretilmiş, ithal konfor tabanlı günlük erkek ayakkabısı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/m22374s.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/m22374s2.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
462,variable,M22512-S1,,"Bayyıldız Günlük Ayakkabı – Model M22512",1,0,visible,"Dana derisi ve tekstil kullanılarak üretilmiş, ithal konfor tabanlı günlük erkek ayakkabısı.","Dana derisi ve tekstil kullanılarak üretilmiş, ithal konfor tabanlı günlük erkek ayakkabısı. Günlük kullanımda konfor ve dayanıklılığı bir arada sunan bu model, doğal malzeme yapısı sayesinde ayağın nefes almasına yardımcı olur. Dengeli taban yapısı yürüyüş sırasında rahatlık sağlar ve uzun süreli kullanıma uygundur. Şehir hayatında, iş temposunda ve günlük kombinlerde güvenle tercih edilebilir.",,,taxable,,1,,,0,0,,,,,0,,,,Günlük,,,"https://bayyildiz.com/wp-content/uploads/2026/01/M22512.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/M22512-2.jpeg, https://bayyildiz.com/wp-content/uploads/2026/01/M22512-1.jpeg",,,,,,,,,0,,,,Numara,"39, 40, 41, 42, 43, 44, 45",0,0
463,variation,"M22356-S1 - 39",,"Bayyıldız Günlük Ayakkabı – Model M22356 - 39",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"4390,0",,,,,,,M22356-S1,,,,,,0,,,,Numara,39,,0
464,variation,"M22356-S1 - 40",,"Bayyıldız Günlük Ayakkabı – Model M22356 - 40",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,4390,,,,,,,M22356-S1,,,,,,0,,,,Numara,40,,0
465,variation,"M22356-S1 - 41",,"Bayyıldız Günlük Ayakkabı – Model M22356 - 41",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,4390,,,,,,,M22356-S1,,,,,,0,,,,Numara,41,,0
466,variation,"M22356-S1 - 42",,"Bayyıldız Günlük Ayakkabı – Model M22356 - 42",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,"4390,0",,,,,,,M22356-S1,,,,,,0,,,,Numara,42,,0
478,variation,"M22356-S1 - 43",,"Bayyıldız Günlük Ayakkabı – Model M22356 - 43",1,0,visible,,,,,taxable,,1,3,,0,0,,,,,0,,,4390,,,,,,,M22356-S1,,,,,,0,,,,Numara,43,,0
479,variation,"M22356-S1 - 44",,"Bayyıldız Günlük Ayakkabı – Model M22356 - 44",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"4390,0",,,,,,,M22356-S1,,,,,,0,,,,Numara,44,,0
480,variation,"M22356-S1 - 45",,"Bayyıldız Günlük Ayakkabı – Model M22356 - 45",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"4390,0",,,,,,,M22356-S1,,,,,,0,,,,Numara,45,,0
481,variation,"M22374-L1 - 39",,"Bayyıldız Günlük Ayakkabı – Model M22374 - 39",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,0,,,"4390,0",,,,,,,M22374-L1,,,,,,0,,,,Numara,39,,0
482,variation,"M22374-L1 - 40",,"Bayyıldız Günlük Ayakkabı – Model M22374 - 40",1,0,visible,,,,,taxable,,1,1,,0,0,,,,,0,,,4390,,,,,,,M22374-L1,,,,,,0,,,,Numara,40,,0
